"","institution","collection","recordsets","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","contact","contact_role","contact_email","taxonomic_coverage","geographic_range","collection_size","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","update_url","lat","lon"
"870","St. Cloud State University","Herbarium","","SCL<IH>","","urn:uuid:4e82336f-59c8-42c8-ac10-04516f4231ba","urn:lsid:biocol.org:col:14865","http://www1.stcloudstate.edu/herbarium/","http://www1.stcloudstate.edu/herbarium/family.asp","Jorge E. Arriagada","Curator","jearriagada@stcloudstate.edu","","",NA,"Department of Biological Sciences","St. Cloud","Minnesota","56301-4498","Department of Biological Sciences","St. Cloud","Minnesota","56301-4498","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:4e82336f-59c8-42c8-ac10-04516f4231ba&entry.326174790=St. Cloud State University&entry.2031121141=Herbarium&entry.4068754=SCL<IH>&entry.1582913154=&entry.1336841557=http://www1.stcloudstate.edu/herbarium/&entry.103879345=http://www1.stcloudstate.edu/herbarium/family.asp&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jorge E. Arriagada&entry.1687847097=Curator&entry.1086198428=jearriagada@stcloudstate.edu&entry.246950189=Department of Biological Sciences&entry.1584255348=St. Cloud&entry.1966582743=Minnesota&entry.256217142=56301-4498&entry.447546773=Department of Biological Sciences&entry.1565624766=St. Cloud&entry.1920508789=Minnesota&entry.1022645685=56301-4498",45.457229,-94.162869
"871","St. John's University/College of Saint Benedict","Herbarium","","CSB<IH>","","urn:uuid:b7fcb41d-e0f1-4e69-abe0-97d651d102ba","urn:lsid:biocol.org:col:14136","http://www.csbsju.edu/herbarium","","Stephen G. Saupe","","","","",NA,"Biology Department","Collegeville","Minnesota","56321-3000","","Collegeville","Minnesota","56321-3000","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b7fcb41d-e0f1-4e69-abe0-97d651d102ba&entry.326174790=St. John's University/College of Saint Benedict&entry.2031121141=Herbarium&entry.4068754=CSB<IH>&entry.1582913154=&entry.1336841557=http://www.csbsju.edu/herbarium&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Stephen G. Saupe&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department&entry.1584255348=Collegeville&entry.1966582743=Minnesota&entry.256217142=56321-3000&entry.447546773=&entry.1565624766=Collegeville&entry.1920508789=Minnesota&entry.1022645685=56321-3000",45.579025,-94.389459
"872","St. Martin's College","Herbarium","","OSMC<IH>","","urn:uuid:211e6ba2-c49c-4e0d-b900-1ba47632026e","urn:lsid:biocol.org:col:15433","","","","","","","",NA,"Biology Department","Lacey","Washington","98503","","Lacey","Washington","98503","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:211e6ba2-c49c-4e0d-b900-1ba47632026e&entry.326174790=St. Martin's College&entry.2031121141=Herbarium&entry.4068754=OSMC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department&entry.1584255348=Lacey&entry.1966582743=Washington&entry.256217142=98503&entry.447546773=&entry.1565624766=Lacey&entry.1920508789=Washington&entry.1022645685=98503",47.026418,-122.796695
"873","State University of New York Binghamton Herbarium","Herbarium","77b762ba-7cda-4617-97d7-e78df7f6dfab","BING<IH>","","urn:uuid:d9d3c22e-bed1-45c6-aef1-28ad66256ea8","urn:lsid:biocol.org:col:14120","NA","NA","Richard E. Andrus","Curator","randrus@binghamton.edu","","",NA,"Biological Sciences Department","Binghamton","New York","13902-6000","Vestal Parkway.","Binghamton","New York","13902-6000","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d9d3c22e-bed1-45c6-aef1-28ad66256ea8&entry.326174790=State University of New York Binghamton Herbarium&entry.2031121141=Herbarium&entry.4068754=BING<IH>&entry.1582913154=&entry.1336841557=NA&entry.103879345=NA&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Richard E. Andrus&entry.1687847097=Curator&entry.1086198428=randrus@binghamton.edu&entry.246950189=Biological Sciences Department&entry.1584255348=Binghamton&entry.1966582743=New York&entry.256217142=13902-6000&entry.447546773=Vestal Parkway.&entry.1565624766=Binghamton&entry.1920508789=New York&entry.1022645685=13902-6000",42.091635,-75.945911
"874","State University of New York College at Cortland","Herbarium","de56670c-2032-4833-9a89-46f7d6a037c7","CORT<IH>","","urn:uuid:1998d8df-784e-4401-aac8-90cc6fa0b972","urn:lsid:biocol.org:col:14122","NA","NA","Tim Baronia","Curator","Tim.Baroni@cortland.edu","","",NA,"Biological Sciences Department, P.O. Box 2000","Cortland","New York","13045-0900","Gephart Road.","Cortland","New York","13045-0900","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:1998d8df-784e-4401-aac8-90cc6fa0b972&entry.326174790=State University of New York College at Cortland&entry.2031121141=Herbarium&entry.4068754=CORT<IH>&entry.1582913154=&entry.1336841557=NA&entry.103879345=NA&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Tim Baronia&entry.1687847097=Curator&entry.1086198428=Tim.Baroni@cortland.edu&entry.246950189=Biological Sciences Department, P.O. Box 2000&entry.1584255348=Cortland&entry.1966582743=New York&entry.256217142=13045-0900&entry.447546773=Gephart Road.&entry.1565624766=Cortland&entry.1920508789=New York&entry.1022645685=13045-0900",43.273764,-76.478448
"875","State University of New York, Brockport","Herbarium","","BROC<IH>","","urn:uuid:a0cd170d-b793-4c57-8288-9b6b754e5703","urn:lsid:biocol.org:col:14121","","","","","","","",NA,"Biological Sciences Department","Brockport","New York","14420","","Brockport","New York","14420","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:a0cd170d-b793-4c57-8288-9b6b754e5703&entry.326174790=State University of New York, Brockport&entry.2031121141=Herbarium&entry.4068754=BROC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=&entry.1687847097=&entry.1086198428=&entry.246950189=Biological Sciences Department&entry.1584255348=Brockport&entry.1966582743=New York&entry.256217142=14420&entry.447546773=&entry.1565624766=Brockport&entry.1920508789=New York&entry.1022645685=14420",43.223303,-77.917335
"876","State University of New York, College at Oneonta","Herbarium","","SUCO<IH>","","urn:uuid:b0a6f039-27ad-4d83-9c6a-81b7c16cf8fa","urn:lsid:biocol.org:col:15146","","","","","","","",NA,"Biology Department, 112 Science Building 1","Oneonta","New York","13820","","Oneonta","New York","13820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b0a6f039-27ad-4d83-9c6a-81b7c16cf8fa&entry.326174790=State University of New York, College at Oneonta&entry.2031121141=Herbarium&entry.4068754=SUCO<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department, 112 Science Building 1&entry.1584255348=Oneonta&entry.1966582743=New York&entry.256217142=13820&entry.447546773=&entry.1565624766=Oneonta&entry.1920508789=New York&entry.1022645685=13820",42.461688,-75.096727
"877","State University of New York, Department of Forestry and Environmental Science","","a062eb42-d5c6-4332-8c88-64b4ac1af892","DFEC","","urn:uuid:dc99a456-aef6-4924-b3b8-5bd6c5671f80","","http://www.esf.edu/efb/","","Alexander Weir","Curator","aweir@esf.edu","","",NA,"1 Forestry Drive","Syracuse","New York","13210","1 Forestry Drive","Syracuse","New York","13210","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:dc99a456-aef6-4924-b3b8-5bd6c5671f80&entry.326174790=State University of New York, Department of Forestry and Environmental Science&entry.2031121141=&entry.4068754=DFEC&entry.1582913154=&entry.1336841557=http://www.esf.edu/efb/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Alexander Weir&entry.1687847097=Curator&entry.1086198428=aweir@esf.edu&entry.246950189=1 Forestry Drive&entry.1584255348=Syracuse&entry.1966582743=New York&entry.256217142=13210&entry.447546773=1 Forestry Drive&entry.1565624766=Syracuse&entry.1920508789=New York&entry.1022645685=13210",43.033983,-76.139223
"878","State University of New York, Geneseo","Herbarium","","GESU<IH>","","urn:uuid:6da8f180-3478-4b16-ad54-56fc5bd7327c","urn:lsid:biocol.org:col:14123","","","George Briggs","Curator","briggs@geneseo.edu","","",NA,"Biology Department","Geneseo","New York","14454","","Geneseo","New York","14454","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:6da8f180-3478-4b16-ad54-56fc5bd7327c&entry.326174790=State University of New York, Geneseo&entry.2031121141=Herbarium&entry.4068754=GESU<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=George Briggs&entry.1687847097=Curator&entry.1086198428=briggs@geneseo.edu&entry.246950189=Biology Department&entry.1584255348=Geneseo&entry.1966582743=New York&entry.256217142=14454&entry.447546773=&entry.1565624766=Geneseo&entry.1920508789=New York&entry.1022645685=14454",42.783801,-77.777872
"879","Staten Island Institute of Arts and Sciences","Herbarium","","SIM<IH>","","urn:uuid:78a65ae4-8f8d-4a44-af1e-772c786c3e3e","urn:lsid:biocol.org:col:14118","","","R. W. Johnson","","","","",NA,"Science Department, 75 Stuyvesant Place","Staten Island","New York","10301-1998","","Staten Island","New York","10301-1998","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:78a65ae4-8f8d-4a44-af1e-772c786c3e3e&entry.326174790=Staten Island Institute of Arts and Sciences&entry.2031121141=Herbarium&entry.4068754=SIM<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=R. W. Johnson&entry.1687847097=&entry.1086198428=&entry.246950189=Science Department, 75 Stuyvesant Place&entry.1584255348=Staten Island&entry.1966582743=New York&entry.256217142=10301-1998&entry.447546773=&entry.1565624766=Staten Island&entry.1920508789=New York&entry.1022645685=10301-1998",40.627456,-74.094407
"880","Stephen F. Austin State University","Herbarium","","ASTC<IH>","","urn:uuid:962b04c5-9e34-4d31-bbce-8371bc3c9131","urn:lsid:biocol.org:col:13094","http://src.sfasu.edu/~jvk/ASTC/index.html","","James E. Van Kley","Curator","jvankley@sfasu.edu","","",NA,"Biology Department, P.O. Box 13003 SFA Station","Nacogdoches","Texas","75962","1936 North Street.","Nacogdoches","Texas","75962-3003","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:962b04c5-9e34-4d31-bbce-8371bc3c9131&entry.326174790=Stephen F. Austin State University&entry.2031121141=Herbarium&entry.4068754=ASTC<IH>&entry.1582913154=&entry.1336841557=http://src.sfasu.edu/~jvk/ASTC/index.html&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=James E. Van Kley&entry.1687847097=Curator&entry.1086198428=jvankley@sfasu.edu&entry.246950189=Biology Department, P.O. Box 13003 SFA Station&entry.1584255348=Nacogdoches&entry.1966582743=Texas&entry.256217142=75962&entry.447546773=1936 North Street.&entry.1565624766=Nacogdoches&entry.1920508789=Texas&entry.1022645685=75962-3003",31.621088,-94.65244
"881","Stetson University","Herbarium","","DLF<IH>","","urn:uuid:3bd30eb1-0cda-4c8b-bb2d-3bd783a7269d","urn:lsid:biocol.org:col:14130","","","Cindy Bennington","Director","cbenning@stetson.edu","","",NA,"Biology Department, P.O. Box 8261","DeLand","Florida","32720","Sage Hall.","DeLand","Florida","32720","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:3bd30eb1-0cda-4c8b-bb2d-3bd783a7269d&entry.326174790=Stetson University&entry.2031121141=Herbarium&entry.4068754=DLF<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Cindy Bennington&entry.1687847097=Director&entry.1086198428=cbenning@stetson.edu&entry.246950189=Biology Department, P.O. Box 8261&entry.1584255348=DeLand&entry.1966582743=Florida&entry.256217142=32720&entry.447546773=Sage Hall.&entry.1565624766=DeLand&entry.1920508789=Florida&entry.1022645685=32720",28.99784,-81.433287
"882","Sul Ross State University, A. Michael Powell Herbarium","","","SRSC<IH>","","urn:uuid:d8df3139-72c3-490f-946d-a390f749b7b9","urn:lsid:biocol.org:col:14866","http://www.sulross.edu/page/1009/biology-collections","","A. Michael Powell","Curator","ampowell@sulross.edu","","",NA,"Department of Biology","Alpine","Texas","79832","Department of Biology","Alpine","Texas","79832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d8df3139-72c3-490f-946d-a390f749b7b9&entry.326174790=Sul Ross State University, A. Michael Powell Herbarium&entry.2031121141=&entry.4068754=SRSC<IH>&entry.1582913154=&entry.1336841557=http://www.sulross.edu/page/1009/biology-collections&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=A. Michael Powell&entry.1687847097=Curator&entry.1086198428=ampowell@sulross.edu&entry.246950189=Department of Biology&entry.1584255348=Alpine&entry.1966582743=Texas&entry.256217142=79832&entry.447546773=Department of Biology&entry.1565624766=Alpine&entry.1920508789=Texas&entry.1022645685=79832",30.363139,-103.653904
"883","Sul Ross State University, James F. Scudday Verterbate Collection","","","SRSC","","urn:uuid:122bf73a-0468-409a-96c9-7151f68ee869","NA","http://www.sulross.edu/page/1009/biology-collections","","Chris Ritzi","Curator","critzi@sulross.edu","","",NA,"Department of Biology","Alpine","Texas","79832","Department of Biology","Alpine","Texas","79832","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:122bf73a-0468-409a-96c9-7151f68ee869&entry.326174790=Sul Ross State University, James F. Scudday Verterbate Collection&entry.2031121141=&entry.4068754=SRSC&entry.1582913154=&entry.1336841557=http://www.sulross.edu/page/1009/biology-collections&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Chris Ritzi&entry.1687847097=Curator&entry.1086198428=critzi@sulross.edu&entry.246950189=Department of Biology&entry.1584255348=Alpine&entry.1966582743=Texas&entry.256217142=79832&entry.447546773=Department of Biology&entry.1565624766=Alpine&entry.1920508789=Texas&entry.1022645685=79832",30.363139,-103.653904
"884","Swarthmore College","Herbarium","","SWC<IH>","","urn:uuid:9766ca91-2148-4b45-877a-3cbc1fef6941","urn:lsid:biocol.org:col:14162","","","José-Luis Machado","Curator","jmachad1@swarthmore.edu","","",NA,"Biology Department, 500 College Avenue","Swarthmore","Pennsylvania","19081-1397","","Swarthmore","Pennsylvania","19081-1397","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:9766ca91-2148-4b45-877a-3cbc1fef6941&entry.326174790=Swarthmore College&entry.2031121141=Herbarium&entry.4068754=SWC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=José-Luis Machado&entry.1687847097=Curator&entry.1086198428=jmachad1@swarthmore.edu&entry.246950189=Biology Department, 500 College Avenue&entry.1584255348=Swarthmore&entry.1966582743=Pennsylvania&entry.256217142=19081-1397&entry.447546773=&entry.1565624766=Swarthmore&entry.1920508789=Pennsylvania&entry.1022645685=19081-1397",39.897162,-75.344083
"885","T. L. Esslinger Herbarium","Fungi","dfd53a42-8f63-4040-93a5-3f1347ce7686","TLE","","urn:uuid:d429c580-dcbc-11e4-ae1c-002315492bbc","","http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm","","Ted L. Esslinger","","ted.esslinger@ndsu.edu","","",NA,"Department of Biologiocal Sciences, #2715, P.O. Box 6050, North Dakota State University","Fargo","North Dakota","58108-6050","Department of Biologiocal Sciences, #2715, P.O. Box 6050, North Dakota State University","Fargo","North Dakota","58108-6050","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d429c580-dcbc-11e4-ae1c-002315492bbc&entry.326174790=T. L. Esslinger Herbarium&entry.2031121141=Fungi&entry.4068754=TLE&entry.1582913154=&entry.1336841557=http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Ted L. Esslinger&entry.1687847097=&entry.1086198428=ted.esslinger@ndsu.edu&entry.246950189=Department of Biologiocal Sciences, %232715, P.O. Box 6050, North Dakota State University&entry.1584255348=Fargo&entry.1966582743=North Dakota&entry.256217142= 58108-6050&entry.447546773=Department of Biologiocal Sciences, %232715, P.O. Box 6050, North Dakota State University&entry.1565624766=Fargo&entry.1920508789=North Dakota&entry.1022645685= 58108-6050",46.934596,-97.229718
"886","Tall Timbers Research Station","MAIN","","TTRS<IH>","","urn:uuid:785ea246-45a0-4f8f-b503-8eff0a0ce776","urn:lsid:biocol.org:col:15829","http://www.ttrs.org/museum.html","","Jim Cox","Researcher","jim@ttrs.org","","",NA,"13093 Henry Beadel Drive","Tallahassee","Florida","32312","13093 Henry Beadel Drive","Tallahassee","Florida","32312","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:785ea246-45a0-4f8f-b503-8eff0a0ce776&entry.326174790=Tall Timbers Research Station&entry.2031121141=MAIN&entry.4068754=TTRS<IH>&entry.1582913154=&entry.1336841557=http://www.ttrs.org/museum.html&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jim Cox&entry.1687847097=Researcher&entry.1086198428=jim@ttrs.org&entry.246950189=13093 Henry Beadel Drive&entry.1584255348=Tallahassee&entry.1966582743=Florida&entry.256217142=32312&entry.447546773=13093 Henry Beadel Drive&entry.1565624766=Tallahassee&entry.1920508789=Florida&entry.1022645685=32312",30.668957,-84.248834
